sofifa_id,short_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,international_reputation,weak_foot,skill_moves,release_clause_eur,team_jersey_number,contract_valid_until,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,player_position_encoded,is_goalkeeper,is_right_foot,is_left_foot
247067,M. Bu Sanda,25,1995-01-20,180,68,4.1793,4.19881,4.19881,1.0,62,68,12.61154,500,1,3,1,13.19933,1.0,2024.0,61.0,62.0,53.0,64.0,36.0,60.0,14,8,14,23,8,11,12,10,24,17,35,37,36,60,48,40,57,28,61,7,26,6,4,38,12,37,13,13,61,62,53,60,64,22+2,22+2,22+2,21+0,22+0,22+0,22+0,21+0,23+2,23+2,23+2,23+2,23+2,23+2,23+2,23+2,21+2,22+2,22+2,22+2,21+2,21+2,22+2,22+2,22+2,21+2,64.50657574281539,0,1,0
254876,S. Yoshida,23,1996-11-28,184,83,4.18343,4.19016,4.18379,1.0,62,68,12.69158,600,1,3,1,13.27937,44.0,2021.0,66.0,57.0,59.0,65.0,32.0,56.0,14,5,13,18,7,6,10,11,24,12,31,32,33,59,48,44,62,21,64,8,25,9,5,38,12,39,15,11,66,57,59,56,65,21+2,21+2,21+2,18+0,20+0,20+0,20+0,18+0,20+2,20+2,20+2,20+2,21+2,21+2,21+2,20+2,19+2,21+2,21+2,21+2,19+2,19+2,22+2,22+2,22+2,19+2,64.50657574281539,0,1,0
209750,I. Lawlor,25,1994-10-27,193,80,4.12431,4.08489,4.09675,4.0,62,67,12.61154,2000,1,3,1,13.19933,1.0,2021.0,65.0,59.0,60.0,64.0,45.0,61.0,14,13,12,33,13,21,12,12,25,34,43,46,63,55,43,45,74,28,72,16,37,15,14,45,28,43,11,16,65,59,60,61,64,29+2,29+2,29+2,30+0,30+0,30+0,30+0,30+0,32+2,32+2,32+2,30+2,30+2,30+2,30+2,30+2,26+2,28+2,28+2,28+2,26+2,25+2,27+2,27+2,27+2,25+2,64.50657574281539,1,1,0
229433,A. Zendejas,24,1995-08-30,196,84,4.16679,4.21001,4.1976,1.0,62,67,12.61154,1000,1,3,1,13.19933,22.0,2021.0,66.0,58.0,59.0,64.0,37.0,60.0,11,17,17,29,12,14,13,16,22,22,35,39,37,52,37,44,51,24,57,13,18,15,15,56,24,41,16,19,66,58,59,60,64,27+2,27+2,27+2,25+0,28+0,28+0,28+0,25+0,29+2,29+2,29+2,26+2,28+2,28+2,28+2,26+2,23+2,25+2,25+2,25+2,23+2,23+2,24+2,24+2,24+2,23+2,64.50657574281539,0,1,0
233211,N. Klinger,24,1995-10-13,187,84,4.20005,4.29592,4.28582,1.0,62,67,12.61154,4000,1,3,1,13.19933,30.0,2021.0,59.0,60.0,63.0,64.0,33.0,60.0,12,6,10,24,10,8,8,7,20,12,31,35,49,59,40,47,72,36,64,6,31,10,6,30,11,41,9,8,59,60,63,60,64,22+2,22+2,22+2,19+0,20+0,20+0,20+0,19+0,21+2,21+2,21+2,21+2,21+2,21+2,21+2,21+2,20+2,22+2,22+2,22+2,20+2,20+2,22+2,22+2,22+2,20+2,64.50657574281539,0,1,0
239746,L. Watkowiak,24,1996-03-06,197,103,4.20005,4.15657,4.15618,1.0,62,67,12.61154,2000,1,3,1,13.19933,18.0,2022.0,59.0,59.0,57.0,66.0,22.0,63.0,13,7,13,19,5,10,11,12,25,18,20,23,18,54,19,43,27,26,83,8,32,6,6,32,15,21,13,13,59,59,57,63,66,22+2,22+2,22+2,18+0,20+0,20+0,20+0,18+0,20+2,20+2,20+2,19+2,22+2,22+2,22+2,19+2,18+2,22+2,22+2,22+2,18+2,18+2,23+2,23+2,23+2,18+2,64.50657574281539,0,1,0
257993,M. Malenica,26,1994-02-08,192,84,4.25303,4.19024,4.1576,1.0,62,67,12.61154,2000,1,2,1,13.19933,33.0,2022.0,62.0,63.0,59.0,62.0,26.0,60.0,13,7,14,25,7,10,10,10,28,16,31,21,35,54,26,44,37,20,56,7,17,7,6,36,13,31,11,11,62,63,59,60,62,21+2,21+2,21+2,19+0,21+0,21+0,21+0,19+0,22+2,22+2,22+2,21+2,23+2,23+2,23+2,21+2,18+2,21+2,21+2,21+2,18+2,18+2,19+2,19+2,19+2,18+2,64.50657574281539,0,1,0
258133,G. De Amores,25,1994-10-19,186,76,4.21085,4.11904,4.16632,1.0,62,67,12.61154,500,1,3,1,13.19933,34.0,2021.0,65.0,63.0,60.0,56.0,24.0,66.0,13,17,13,18,16,12,12,12,16,16,26,22,24,50,35,45,63,20,46,15,16,14,17,58,10,22,10,14,65,63,60,66,56,24+2,24+2,24+2,22+0,24+0,24+0,24+0,22+0,25+2,25+2,25+2,22+2,24+2,24+2,24+2,22+2,19+2,21+2,21+2,21+2,19+2,19+2,21+2,21+2,21+2,19+2,64.50657574281539,0,1,0
216106,M. Van Damme,26,1993-09-25,182,80,4.2282,4.1902,4.22031,1.0,62,66,12.52453,2000,1,2,1,13.11232,16.0,2021.0,63.0,58.0,59.0,65.0,49.0,58.0,16,16,15,32,13,20,17,21,19,27,49,49,37,58,58,44,51,38,57,19,25,25,11,18,26,25,21,12,63,58,59,58,65,29+2,29+2,29+2,27+0,28+0,28+0,28+0,27+0,27+2,27+2,27+2,28+2,26+2,26+2,26+2,28+2,28+2,27+2,27+2,27+2,28+2,28+2,27+2,27+2,27+2,28+2,64.50657574281539,0,1,0
225650,T. King,25,1995-03-09,192,80,4.16361,4.08177,4.09675,4.0,62,66,12.61154,2000,1,3,1,13.19933,1.0,2021.0,63.0,62.0,56.0,63.0,42.0,61.0,9,6,18,31,18,8,9,6,26,25,40,44,39,51,57,42,52,32,73,17,23,13,12,31,26,42,17,20,63,62,56,61,63,26+2,26+2,26+2,23+0,24+0,24+0,24+0,23+0,25+2,25+2,25+2,24+2,26+2,26+2,26+2,24+2,24+2,26+2,26+2,26+2,24+2,25+2,27+2,27+2,27+2,25+2,64.50657574281539,0,1,0
236406,M. Hamrol,26,1993-12-31,195,88,4.20005,4.1697,4.14699,3.0,62,66,12.52453,1000,1,4,1,13.11232,1.0,2021.0,63.0,62.0,53.0,65.0,25.0,60.0,10,6,11,16,7,9,13,14,21,10,27,24,32,57,25,40,38,17,69,9,18,6,6,28,13,27,11,12,63,62,53,60,65,20+2,20+2,20+2,17+0,18+0,18+0,18+0,17+0,18+2,18+2,18+2,17+2,18+2,18+2,18+2,17+2,16+2,19+2,19+2,19+2,16+2,17+2,20+2,20+2,20+2,17+2,64.50657574281539,0,0,1
237250,S. Cleveland,26,1994-05-24,188,84,4.16679,4.20756,4.1976,1.0,62,66,12.52453,1000,1,2,1,13.11232,30.0,2020.0,63.0,59.0,60.0,65.0,56.0,60.0,22,9,15,44,16,12,19,15,41,27,55,56,33,58,27,45,56,41,63,20,27,11,13,51,23,38,12,25,63,59,60,60,65,29+2,29+2,29+2,30+0,31+0,31+0,31+0,30+0,33+2,33+2,33+2,33+2,34+2,34+2,34+2,33+2,30+2,31+2,31+2,31+2,30+2,29+2,26+2,26+2,26+2,29+2,64.50657574281539,0,0,1
256276,R. Brüseke,26,1993-09-14,184,71,4.20005,4.12915,4.14699,3.0,62,66,12.52453,500,1,3,1,13.11232,32.0,2022.0,62.0,58.0,61.0,65.0,45.0,60.0,12,9,10,24,9,8,11,13,18,16,44,45,36,55,47,46,70,22,53,7,24,14,10,35,14,40,10,13,62,58,61,60,65,23+2,23+2,23+2,22+0,23+0,23+0,23+0,22+0,23+2,23+2,23+2,23+2,22+2,22+2,22+2,23+2,21+2,21+2,21+2,21+2,21+2,21+2,22+2,22+2,22+2,21+2,64.50657574281539,1,1,0
209002,S. Mandé,27,1993-06-15,193,82,4.2425,4.14958,4.16241,1.0,62,65,12.52453,2000,1,2,1,13.11232,30.0,2023.0,63.0,61.0,58.0,63.0,43.0,62.0,18,19,20,30,20,12,16,13,25,19,47,40,32,56,50,44,50,33,69,15,19,25,16,48,15,25,12,14,63,61,58,62,63,29+2,29+2,29+2,26+0,28+0,28+0,28+0,26+0,28+2,28+2,28+2,28+2,28+2,28+2,28+2,28+2,25+2,27+2,27+2,27+2,25+2,25+2,26+2,26+2,26+2,25+2,64.50657574281539,0,1,0
213413,L. Vigouroux,26,1993-11-19,194,77,4.18467,4.09234,4.09675,4.0,62,65,12.52453,2000,1,2,1,13.11232,22.0,2021.0,63.0,61.0,62.0,63.0,45.0,61.0,20,17,12,28,19,19,17,17,16,16,48,42,56,55,40,47,48,36,63,11,24,14,6,24,30,46,18,11,63,61,62,61,63,26+2,26+2,26+2,25+0,25+0,25+0,25+0,25+0,24+2,24+2,24+2,26+2,23+2,23+2,23+2,26+2,25+2,24+2,24+2,24+2,25+2,24+2,24+2,24+2,24+2,24+2,64.50657574281539,1,1,0
232367,H. Fukushima,27,1993-04-08,183,78,4.18343,4.19525,4.18379,1.0,62,65,12.52453,2000,1,2,1,13.11232,25.0,2022.0,62.0,61.0,69.0,61.0,40.0,59.0,23,17,21,32,15,18,17,16,30,20,41,39,57,57,45,52,64,35,45,16,36,22,17,46,33,51,18,19,62,61,69,59,61,29+2,29+2,29+2,28+0,29+0,29+0,29+0,28+0,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,27+2,28+2,28+2,28+2,27+2,27+2,27+2,27+2,27+2,27+2,64.50657574281539,0,1,0
237802,C. Haas,27,1992-07-23,190,83,4.20372,4.13885,4.18784,1.0,62,65,12.52453,2000,1,4,1,13.11232,30.0,2023.0,63.0,60.0,62.0,59.0,29.0,62.0,10,6,14,29,9,10,10,10,27,11,32,27,29,59,22,47,34,25,62,5,24,6,8,31,16,23,12,11,63,60,62,62,59,22+2,22+2,22+2,19+0,21+0,21+0,21+0,19+0,21+2,21+2,21+2,21+2,23+2,23+2,23+2,21+2,19+2,22+2,22+2,22+2,19+2,19+2,21+2,21+2,21+2,19+2,64.50657574281539,0,1,0
256699,S. Osigwe,26,1994-03-26,185,77,4.2237,4.1396,4.15618,1.0,62,65,12.52453,1000,1,2,1,13.11232,58.0,2023.0,64.0,62.0,62.0,61.0,32.0,58.0,17,12,19,35,15,16,16,17,31,22,30,33,32,55,45,47,67,33,56,11,38,14,10,49,15,28,13,15,64,62,62,58,61,26+2,26+2,26+2,25+0,27+0,27+0,27+0,25+0,28+2,28+2,28+2,27+2,30+2,30+2,30+2,27+2,25+2,28+2,28+2,28+2,25+2,24+2,26+2,26+2,26+2,24+2,64.50657574281539,0,1,0
201094,B. Garratt,26,1994-04-25,185,66,4.15705,4.13517,4.12629,3.0,62,64,12.52453,2000,1,2,1,13.11232,24.0,2021.0,65.0,58.0,58.0,66.0,49.0,61.0,12,12,14,22,15,11,13,15,23,22,51,48,56,50,58,44,58,30,49,13,38,15,12,49,18,49,15,11,65,58,58,61,66,25+2,25+2,25+2,25+0,26+0,26+0,26+0,25+0,27+2,27+2,27+2,26+2,26+2,26+2,26+2,26+2,23+2,24+2,24+2,24+2,23+2,23+2,23+2,23+2,23+2,23+2,64.50657574281539,1,1,0
211835,F. Flückiger,29,1991-03-01,193,91,4.20005,4.13116,4.14699,3.0,62,64,12.42922,850,1,3,1,13.01701,26.0,2021.0,64.0,62.0,59.0,63.0,45.0,61.0,16,16,20,28,16,13,15,18,25,16,40,49,39,49,58,44,50,33,54,19,19,17,11,20,23,25,11,16,64,62,59,61,63,26+2,26+2,26+2,23+0,24+0,24+0,24+0,23+0,23+2,23+2,23+2,24+2,23+2,23+2,23+2,24+2,24+2,24+2,24+2,24+2,24+2,24+2,24+2,24+2,24+2,24+2,64.50657574281539,0,1,0
230631,M. Festa,28,1992-06-06,190,85,4.24431,4.18367,4.28315,1.0,62,64,12.52453,2000,1,3,1,13.11232,16.0,2022.0,65.0,62.0,58.0,61.0,45.0,59.0,13,17,17,31,16,18,13,13,21,21,48,43,37,54,46,44,54,38,74,19,24,21,14,32,13,53,15,18,65,62,58,59,61,29+2,29+2,29+2,26+0,27+0,27+0,27+0,26+0,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,26+2,27+2,27+2,27+2,26+2,64.50657574281539,0,1,0
255428,L. Cárdenas,29,1991-02-06,177,77,4.13453,4.13116,4.14487,1.0,62,64,12.42922,500,1,2,1,13.01701,22.0,2024.0,60.0,61.0,62.0,59.0,31.0,66.0,12,8,14,15,5,12,11,14,16,11,30,32,36,60,40,47,45,21,50,9,27,18,9,34,15,40,8,15,60,61,62,66,59,22+2,22+2,22+2,19+0,21+0,21+0,21+0,19+0,20+2,20+2,20+2,20+2,20+2,20+2,20+2,20+2,20+2,21+2,21+2,21+2,20+2,20+2,22+2,22+2,22+2,20+2,64.50657574281539,0,1,0
192316,G. Kongshavn,29,1991-01-23,189,90,4.15754,4.12114,4.14683,1.0,62,63,12.42922,750,1,3,1,13.01701,25.0,2020.0,63.0,61.0,63.0,63.0,21.0,60.0,14,11,17,13,12,12,15,15,14,15,23,20,44,56,36,47,54,30,67,13,17,16,11,37,12,49,15,13,63,61,63,60,63,23+2,23+2,23+2,19+0,21+0,21+0,21+0,19+0,21+2,21+2,21+2,20+2,21+2,21+2,21+2,20+2,20+2,22+2,22+2,22+2,20+2,21+2,25+2,25+2,25+2,21+2,64.50657574281539,0,1,0
201864,S. Thomas,30,1990-04-12,191,77,4.14462,4.1463,4.14683,1.0,62,63,12.3884,750,1,1,1,12.97618,12.0,2020.0,64.0,63.0,58.0,61.0,40.0,61.0,14,20,10,29,20,14,14,14,32,23,54,28,37,56,60,44,72,34,73,12,42,24,12,46,24,41,15,19,64,63,58,61,61,28+2,28+2,28+2,26+0,27+0,27+0,27+0,26+0,29+2,29+2,29+2,28+2,29+2,29+2,29+2,28+2,26+2,29+2,29+2,29+2,26+2,25+2,28+2,28+2,28+2,25+2,64.50657574281539,0,1,0
205267,I. Rodríguez,27,1993-05-21,186,80,4.19801,4.19505,4.21896,1.0,62,63,12.42922,1000,1,2,1,13.01701,30.0,2023.0,70.0,45.0,55.0,67.0,63.0,64.0,13,10,20,35,12,15,11,10,32,24,64,62,64,56,68,41,72,41,62,12,15,15,13,25,38,39,11,13,70,45,55,64,67,29+2,29+2,29+2,28+0,28+0,28+0,28+0,28+0,29+2,29+2,29+2,30+2,27+2,27+2,27+2,30+2,27+2,26+2,26+2,26+2,27+2,27+2,25+2,25+2,25+2,27+2,64.50657574281539,0,1,0
216110,D. Kudła,28,1992-03-21,189,85,4.16189,4.13677,4.1576,1.0,62,63,12.42922,1000,1,2,1,13.01701,1.0,2021.0,62.0,56.0,67.0,64.0,46.0,63.0,14,18,16,26,12,14,15,15,20,20,43,48,59,60,57,50,69,43,80,20,21,25,14,51,19,60,15,19,62,56,67,63,64,30+2,30+2,30+2,27+0,29+0,29+0,29+0,27+0,30+2,30+2,30+2,28+2,29+2,29+2,29+2,28+2,28+2,29+2,29+2,29+2,28+2,28+2,30+2,30+2,30+2,28+2,64.50657574281539,0,1,0
232507,R. Hironaga,30,1990-01-09,186,80,4.18343,4.19358,4.18379,1.0,62,63,12.3884,2000,1,2,1,12.97618,21.0,2021.0,64.0,60.0,60.0,65.0,24.0,61.0,11,9,14,26,5,8,10,13,25,11,31,19,26,47,37,45,50,45,69,7,19,10,12,40,12,22,10,13,64,60,60,61,65,22+2,22+2,22+2,18+0,20+0,20+0,20+0,18+0,21+2,21+2,21+2,21+2,24+2,24+2,24+2,21+2,20+2,23+2,23+2,23+2,20+2,19+2,22+2,22+2,22+2,19+2,64.50657574281539,0,0,1
236241,G. Viscarra,27,1993-02-07,190,80,4.13453,4.15051,4.14487,1.0,62,63,12.42922,500,1,3,1,13.01701,13.0,2023.0,64.0,59.0,57.0,62.0,27.0,66.0,11,5,10,24,9,8,13,13,21,14,21,31,23,51,27,43,66,28,51,6,10,7,7,24,17,41,12,10,64,59,57,66,62,20+2,20+2,20+2,17+0,19+0,19+0,19+0,17+0,18+2,18+2,18+2,19+2,20+2,20+2,20+2,19+2,19+2,20+2,20+2,20+2,19+2,19+2,20+2,20+2,20+2,19+2,64.50657574281539,0,1,0
52679,J. Murphy,38,1981-08-21,188,88,4.12431,4.12455,4.09675,4.0,62,62,10.30899,1000,1,3,1,10.89676,13.0,2021.0,59.0,62.0,60.0,60.0,37.0,62.0,11,14,13,33,13,11,18,11,35,33,34,39,38,59,44,45,51,32,55,18,31,15,7,46,16,58,18,14,59,62,60,62,60,27+2,27+2,27+2,26+0,28+0,28+0,28+0,26+0,30+2,30+2,30+2,27+2,31+2,31+2,31+2,27+2,26+2,30+2,30+2,30+2,26+2,25+2,27+2,27+2,27+2,25+2,64.50657574281539,0,0,1
120243,P. Gori,40,1980-05-10,189,83,4.24431,4.22661,4.28315,1.0,62,62,10.30899,1000,1,1,1,10.89676,22.0,2021.0,56.0,58.0,64.0,59.0,35.0,67.0,12,19,14,36,16,16,10,19,28,24,35,35,52,67,31,48,51,41,54,17,44,26,16,43,17,47,15,9,56,58,64,67,59,29+2,29+2,29+2,28+0,30+0,30+0,30+0,28+0,31+2,31+2,31+2,29+2,32+2,32+2,32+2,29+2,27+2,30+2,30+2,30+2,27+2,26+2,27+2,27+2,27+2,26+2,64.50657574281539,0,1,0
144024,D. Zibung,36,1984-01-10,187,85,4.18404,4.1583,4.15618,1.0,62,62,10.8198,1000,1,2,1,11.40758,1.0,2021.0,64.0,60.0,52.0,64.0,29.0,61.0,14,9,11,37,9,14,13,13,35,26,27,30,57,59,45,39,56,27,57,16,31,14,14,51,26,56,11,19,64,60,52,61,64,25+2,25+2,25+2,26+0,27+0,27+0,27+0,26+0,31+2,31+2,31+2,27+2,31+2,31+2,31+2,27+2,24+2,28+2,28+2,28+2,24+2,23+2,24+2,24+2,24+2,23+2,64.50657574281539,0,1,0
157407,B. Clarke,34,1985-09-17,185,81,4.12431,4.06717,4.06243,1.0,62,62,11.7753,500,1,3,1,12.36308,26.0,2020.0,62.0,63.0,59.0,61.0,48.0,62.0,14,14,13,23,15,14,15,15,22,23,48,48,50,57,55,44,55,30,51,12,43,20,15,57,12,47,15,15,62,63,59,62,61,27+2,27+2,27+2,27+0,28+0,28+0,28+0,27+0,30+2,30+2,30+2,28+2,28+2,28+2,28+2,28+2,25+2,27+2,27+2,27+2,25+2,25+2,26+2,26+2,26+2,25+2,64.50657574281539,1,1,0
165502,J. Lillis,33,1987-06-24,183,79,4.15705,4.09365,4.09675,4.0,62,62,11.98294,2000,1,2,1,12.57072,12.0,2021.0,63.0,62.0,61.0,63.0,44.0,57.0,14,14,15,27,11,15,13,11,29,21,46,42,52,62,57,46,68,40,68,13,39,23,13,24,14,60,17,17,63,62,61,57,63,28+2,28+2,28+2,25+0,26+0,26+0,26+0,25+0,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,27+2,29+2,29+2,29+2,27+2,27+2,29+2,29+2,29+2,27+2,64.50657574281539,0,1,0
169159,A. Lie,32,1987-08-31,186,82,4.15754,4.12114,4.14683,1.0,62,62,12.10072,700,1,1,1,12.6885,1.0,2021.0,63.0,61.0,59.0,63.0,47.0,60.0,11,11,14,34,13,12,13,15,25,23,50,45,56,59,57,44,62,33,68,13,35,23,13,36,23,42,12,13,63,61,59,60,63,27+2,27+2,27+2,26+0,27+0,27+0,27+0,26+0,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,27+2,29+2,29+2,29+2,27+2,26+2,29+2,29+2,29+2,26+2,64.50657574281539,1,1,0
182474,Zhang Chong,32,1987-11-25,190,81,4.09411,4.10264,4.13392,1.0,62,62,12.10072,2000,1,1,1,12.6885,1.0,2021.0,62.0,61.0,64.0,60.0,54.0,61.0,8,10,20,7,16,16,18,21,9,22,55,54,58,58,35,48,51,28,26,19,13,12,16,44,16,56,20,24,62,61,64,61,60,26+2,26+2,26+2,26+0,27+0,27+0,27+0,26+0,26+2,26+2,26+2,25+2,22+2,22+2,22+2,25+2,24+2,21+2,21+2,21+2,24+2,26+2,23+2,23+2,23+2,26+2,64.50657574281539,1,1,0
183549,E. Parish,30,1990-05-20,188,83,4.15705,4.15467,4.16988,1.0,62,62,12.20608,1000,1,2,1,12.79386,12.0,2021.0,63.0,62.0,61.0,64.0,40.0,58.0,12,15,12,25,15,14,12,13,33,16,40,40,39,54,37,46,57,22,52,16,26,14,8,26,13,43,12,13,63,62,61,58,64,25+2,25+2,25+2,22+0,23+0,23+0,23+0,22+0,24+2,24+2,24+2,23+2,24+2,24+2,24+2,23+2,22+2,24+2,24+2,24+2,22+2,22+2,24+2,24+2,24+2,22+2,64.50657574281539,1,1,0
187144,Cho Soo Hyuk,33,1987-03-18,188,83,4.15515,4.20735,4.15247,1.0,62,62,11.98294,1000,1,3,1,12.57072,1.0,2023.0,61.0,62.0,61.0,61.0,34.0,62.0,12,14,15,12,13,13,18,14,13,15,31,37,69,59,45,46,57,21,65,11,18,12,13,54,20,61,14,15,61,62,61,62,61,25+2,25+2,25+2,23+0,24+0,24+0,24+0,23+0,25+2,25+2,25+2,22+2,23+2,23+2,23+2,22+2,21+2,22+2,22+2,22+2,21+2,21+2,25+2,25+2,25+2,21+2,64.50657574281539,0,1,0
191437,A. Al Mazaidi,34,1985-09-24,190,86,4.11821,4.13266,4.16233,1.0,62,62,11.7753,3000,1,3,1,12.36308,12.0,2021.0,60.0,64.0,62.0,61.0,38.0,62.0,17,18,13,12,17,16,17,15,14,16,39,37,42,51,45,47,26,39,59,12,38,22,12,59,12,33,16,14,60,64,62,62,61,25+2,25+2,25+2,24+0,25+0,25+0,25+0,24+0,26+2,26+2,26+2,25+2,25+2,25+2,25+2,25+2,24+2,25+2,25+2,25+2,24+2,24+2,25+2,25+2,25+2,24+2,64.50657574281539,0,1,0
202793,A. Berardi,29,1991-01-16,185,78,4.24431,4.25969,4.28315,1.0,62,62,12.30139,4000,1,2,1,12.88917,22.0,2021.0,61.0,58.0,56.0,64.0,51.0,63.0,14,10,11,29,19,11,16,15,32,21,50,51,35,60,45,42,62,45,55,19,23,21,12,55,22,53,19,17,61,58,56,63,64,26+2,26+2,26+2,27+0,28+0,28+0,28+0,27+0,30+2,30+2,30+2,29+2,31+2,31+2,31+2,29+2,28+2,29+2,29+2,29+2,28+2,28+2,26+2,26+2,26+2,28+2,64.50657574281539,0,1,0
208958,K. Sharahili,33,1987-02-03,188,87,4.11821,4.12283,4.16233,1.0,62,62,11.98294,3000,1,3,1,12.57072,1.0,2021.0,65.0,56.0,61.0,64.0,43.0,61.0,12,12,13,30,11,15,16,15,20,20,40,45,36,57,47,46,57,36,74,19,22,15,11,67,18,56,18,18,65,56,61,61,64,27+2,27+2,27+2,27+0,29+0,29+0,29+0,27+0,31+2,31+2,31+2,28+2,30+2,30+2,30+2,28+2,25+2,27+2,27+2,27+2,25+2,25+2,26+2,26+2,26+2,25+2,64.50657574281539,0,0,1
209027,A. Al Kassar,29,1991-05-08,177,70,4.11821,4.12982,4.16233,1.0,62,62,12.30139,2000,1,3,1,12.88917,28.0,2023.0,62.0,60.0,54.0,67.0,41.0,60.0,15,15,18,23,11,19,17,15,16,17,40,41,36,58,62,41,67,35,56,20,16,20,18,46,19,48,14,17,62,60,54,60,67,27+2,27+2,27+2,26+0,27+0,27+0,27+0,26+0,27+2,27+2,27+2,27+2,26+2,26+2,26+2,27+2,25+2,24+2,24+2,24+2,25+2,24+2,24+2,24+2,24+2,24+2,64.50657574281539,0,1,0
209757,V. Janjetović,32,1987-08-20,187,84,4.12926,4.10539,4.12403,1.0,62,62,12.10072,1000,1,2,1,12.6885,20.0,2022.0,61.0,59.0,60.0,62.0,42.0,61.0,13,15,15,29,17,16,12,11,27,24,39,44,42,66,44,45,68,34,59,13,29,18,13,32,22,46,12,11,61,59,60,61,62,28+2,28+2,28+2,26+0,28+0,28+0,28+0,26+0,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,25+2,27+2,27+2,27+2,25+2,25+2,26+2,26+2,26+2,25+2,64.50657574281539,0,1,0
213483,S. Lukić,40,1979-12-28,192,91,4.24459,4.09988,4.15211,1.0,62,62,10.30899,500,1,2,1,10.89676,30.0,2020.0,57.0,63.0,52.0,62.0,27.0,67.0,14,15,18,25,14,14,13,12,20,16,24,29,23,59,35,39,59,24,78,11,21,23,17,29,14,29,20,11,57,63,52,67,62,26+2,26+2,26+2,21+0,24+0,24+0,24+0,21+0,23+2,23+2,23+2,22+2,24+2,24+2,24+2,22+2,23+2,26+2,26+2,26+2,23+2,23+2,29+2,29+2,29+2,23+2,64.50657574281539,1,1,0
221844,Shao Puliang,30,1989-07-06,188,80,4.09411,4.06172,4.13392,1.0,62,62,12.20608,1000,1,3,1,12.79386,14.0,2020.0,58.0,62.0,63.0,59.0,33.0,63.0,20,16,12,42,11,14,15,14,48,22,31,35,37,65,62,47,47,21,36,18,16,18,18,37,14,58,23,18,58,62,63,63,59,27+2,27+2,27+2,27+0,29+0,29+0,29+0,27+0,31+2,31+2,31+2,29+2,33+2,33+2,33+2,29+2,28+2,31+2,31+2,31+2,28+2,27+2,26+2,26+2,26+2,27+2,64.50657574281539,1,1,0
223407,M. Al Furayj,32,1988-04-08,188,75,4.11821,4.15609,4.16233,1.0,62,62,12.10072,3000,1,3,1,12.6885,1.0,2021.0,63.0,59.0,58.0,64.0,45.0,61.0,19,18,13,23,19,11,17,20,24,20,46,44,33,58,51,44,65,35,65,16,16,18,15,48,18,51,20,13,63,59,58,61,64,28+2,28+2,28+2,26+0,27+0,27+0,27+0,26+0,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,25+2,26+2,26+2,26+2,25+2,25+2,26+2,26+2,26+2,25+2,64.50657574281539,1,1,0
237776,K. Tanno,34,1986-03-30,186,80,4.18343,4.20948,4.18379,1.0,62,62,11.7753,2000,1,2,1,12.36308,27.0,2021.0,63.0,67.0,58.0,58.0,24.0,61.0,14,8,12,23,8,11,23,15,16,18,26,23,29,56,49,44,65,22,45,6,19,12,9,45,15,25,11,13,63,67,58,61,58,21+2,21+2,21+2,20+0,22+0,22+0,22+0,20+0,23+2,23+2,23+2,21+2,23+2,23+2,23+2,21+2,20+2,21+2,21+2,21+2,20+2,19+2,21+2,21+2,21+2,19+2,64.50657574281539,0,1,0
238588,D. Buchholz,35,1984-08-05,187,82,4.20005,4.18803,4.19982,2.0,62,62,11.28979,1000,1,2,1,11.87758,32.0,2021.0,61.0,66.0,44.0,62.0,24.0,64.0,14,15,21,28,16,12,21,23,18,17,23,25,27,56,22,33,37,19,39,14,21,13,16,41,13,17,15,13,61,66,44,64,62,23+2,23+2,23+2,22+0,24+0,24+0,24+0,22+0,25+2,25+2,25+2,22+2,24+2,24+2,24+2,22+2,21+2,23+2,23+2,23+2,21+2,21+2,22+2,22+2,22+2,21+2,64.50657574281539,0,1,0
